Site ID,Site,Period,Country,Region,Latitude,Longitude,Context,Notes,Citations,Chemical Characterization,Laboratory,Analytical Methods,Obsidian analyzed,Agicol,Gollu Dag East,Gollu Dag West,Nenezi Dag,Hasan Dag,Erciyes Dag,Erzincan,Erzerum,Pasinler,Sarikamis,Kars-Kagisman,Ikizdere,Bingol B,Nemrut Dag / Bingol A,Meydan Dag,Tendurek Dag,Suphan Dag,Mus,Kechut,Aragats / Arteni,Gegham,Vardenis / Khorapor,Sjunik,Baksan,Gutanasar,Kojun Dag / Chikiani,Hatis,West Anatolia,Demenegaki,Sta Nychia,Giali,3d high in rubidium,1e-f,Unknown
3_3,Ali Kosh,3,Iran,Southern Zagros,32.55,47.4,Mohammad Jaffar phase,,"Renfrew, C. 1977; Renfrew, C. et al 1966","Renfrew, C. 1977; Renfrew, C. et al 1966",,OES,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_4,Assouad,3,Syria,Middle Euphrate,36.566667,39.016667,"niveaux ou ""marches"" VIII-I (Cauvin): ""PPNB récent de l'Euphrate""",,"Cauvin, M.C. 1972; Cauvin, J. 1972; Cauvin, J. and Cauvin, M.C. 1972; Cauvin, M.C. 1991; Gratuze, B. et al 1993","Gratuze, B. et al 1993",,NAA; PIGE,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_5,Aswad,3,Syria,Central Levant,33.366667,36.55,L PPNB,"Delerue's analysis of 29 samples was only for M PPNB samples (P3), while her analysis of 34 others was both M and L PPNB (P3 + P4). Orange's analysis of 105 samples was also of both M and L PPNB contexts (P3 + P4). There is some unspecified overlap between Orange and Delerue. McDaniels's 54 samples were of P3 only","Cauvin, M.C. 1974:435; Epstein, S.M. 1977; McDaniels et al 1980","Orange, M. 2012; Delerue, S. 2007",,MEB-EDS; EDXRF,139,0,134,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_6,Bouqras,3,Syria,Jezireh,35.13333333,40.43333333,"niv. I-III (sondage Contenson, van Liere); 10 niveaux de constructions (fouilles van Loon et Waterbolk)",I split period 4 and period 5 along the aceramic/ceramic division made by Renfrew 1966. Boerma's 1977 analyses are not included here because Chataigner 1998 and Cauvin 1991 arrive at different conclusions regarding this study. ,"Renfrew, C. et al 1968; Renfrew, C. et al 1966; Contenson, M.H. 1985; Contenson, M.H. 1965; Boerma, J.A.K. 1977 (see Cauvin 1991)","Renfrew, C. et al 1968; Boerma, J.A.K. 1977  (see Cauvin 1991)",,AAS; XRF; OES,15,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_7,Cap Andreas,3,Cyprus,Cyprus,35.691667,34.583333,Aceramic Neolithic,"Not in ASPRO. Le Brun mentions that the obsidian originates from Gollu Dag, referring to Renfrew's analysis of Khirokitian obsidian, but he may simply be noting this because the colour is the same. ","Le Brun, A. 1981; Gomez, B. 1995","Le Brun, A. 1981; Renfrew, C. et al 1968?",,OES,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_8,Choga Sefid,3,Iran,Southern Zagros,32.616667,47.25,Zone B2 - Sefid Phase,,"Hole, F. 1977; Renfrew, C. 1977","Renfrew, C. 1977",,OES,18,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_9,Damishliyya I,3,Syria,Middle Euphrate,36.516667,39.033333,Late PPNB/Pottery Neolithic,,"Astruc, L. et al 2007","Astruc, L. et al 2007",,XRF; LA-ICP-MS,63,0,0,0,0,0,0,0,0,0,0,0,0,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_10,Ghoraife,3,Syria,Central Levant,33.516667,36.533333,Phase 2,,"De Contenson, H. 1995; Garfinkel, Y. 2008; Cauvin, M.-C. 1975; McDaniels, J. et al 1980","McDaniels, J. et al 1980",,NAA,18,0,4,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_11,Guran,3,Iran,Southern Zagros,33.93333333,47.18333333,"V-T, S-P","Three unstratified samples (1x1g, 2x4c) are assigned to all periods. ","Renfrew, C. et al 1966; Mortensen, P. 1974; Medlgaard, J. 1963; Wright, G.A. 1969","Renfrew, C. et al 1966",,OES,10,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_12,Halula,3,Syria,Middle Euphrate,36.416667,38.166667,Late PPNB,,"Pernicka, E. et al 1997; Molist, M. et al 1994; Molist, M. and Ferrer, A. 1996","Pernicka, E. et al 1997; Schneider (unpublished); Bellot-Gurlet, L. 2010",,INAA,14,3,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_13,Jarmo,3,Iraq,Northern Zagros,35.533333,44.933333,niv. 5-1: Ceramic Neolithic,,"Renfrew, C. et al 1966","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_14,Kalavasos Tenta,3,Cyprus,Cyprus,34.75249,33.30293,,Not in ASPRO. ,"Peltenburg, E.J. 1979; Todd, 1986:15; Gomez, B. et al 1995","Gomez, B. et al 1995",,NAA,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_15,Khirokitia,3,Cyprus,Cyprus,34.79543,33.34455,Aceramic Neolithic,Not in ASPRO. ,"Stanley-Price, N.P. and Christou, D. 1974; Renfrew, C. et al 1968; Buchholz, H.G. 1971","Renfrew, C. et al 1968; Buchholz, H.G. 1971",,OES,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_16,Kul Tepe,3,Iraq,Jezireh,36.133333,42.05,Proto-Hassuna,Francaviglia 1994 did not give a specific breakdown. ,"Bader, N.O. 1994; Merpert, N.I. et al 1981; Francaviglia, V. 1994","Bader, N.O. 1994; Chataigner 1998:304",,XRF; NAA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_17,Magzalia,3,Iraq,Jezireh,36.4,42.316667,L PPNB,,"Healey, E. 2007; Francaviglia, V. 1994; Bader, N.O. 1994; Cauvin, M.C. et al 1991; Gratuze, B. 1994; Chataigner 1998:304","Cauvin, M.C. et al 1991; Gratuze, B. 1994",,ICP-MS; NAA,38,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3_18,Mersin,3,Turkey,Central Anatolia,36.833333,34.566667,niv. XXXIII-XXVIII : Neolithic.,,"Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966; Wright, G.A. 1969:26",,OES,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_19,Ras Shamra,3,Syria,Northern Levant,35.6,35.633333,"niv. V C 1-3 (de 14,80 m ˆ 13,10 m de profondeur): ""néolithique Ancien de Ras Shamra""",,"Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3_21,Sotto,3,Iraq,Jezireh,36.366667,42.316667,Proto-Hassuna,Francaviglia 1994 did not give a specific breakdown. ,"Bader, N.O. 1994; Merpert, N.I. et al 1977; Francaviglia, V. 1994","Bader, N.O. 1994; Francaviglia, V. 1994; Chataigner 1998:304",,XRF; NAA,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_22,Tell Aray 2,3,Syria,Northern Levant,35.583333,36.516667,El Rouj 2c,,"Maeda, O. 2003","Maeda, O. 2003",,ED-XRF; ICP-AES,18,0,10,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3_23,Tell Labweh,3,Lebanon,Northern Levant,34.183333,36.316667,"Level IV, III/Late PPNB",,"Khalidi, L. et al 2013","Khalidi, L. et al 2013",,LA-HR-ICP-MS,23,0,16,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_24,Tell Sabi Abyad II,3,Syria,Jezireh,36.516667,39.1,PPNB,,"Astruc, L. et al 2007","Astruc, L. et al 2007",,XRF; LA-ICP-MS,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_25,Wadi Tumbaq,3,Syria,Northern Levant,35.027,37.429,Late/Final PPNB,,"Abbes, F. 2008; Delerue, S. 2007","Delerue, S. 2007",,MEB-EDS,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_1,Abd el-Aziz,4,Syria,Northern Levant,35.883333,36.5,El Rouj 4,The unknown sample corresponds with Maeda's group C2. ,"Maeda, O. 2003","Maeda, O. 2003",,ED-XRF; ICP-AES,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4_2,Abu Hureyra,4,Syria,Middle Euphrate,35.86666667,38.38333,"Phases 6-8;""Developed Neolithic""",,"Carter, T. (pers. comm.); McDaniels, J. et al 1980","Carter, T. (pers. comm.); McDaniels, J. et al 1980",McMaster University,ED-XRF; NAA,209,0,65,0,0,0,0,0,0,0,0,0,0,127,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
4_3,Arpachiyah,4,Iraq,Jezireh,36.366667,43.2,"Mallowan et Rose: niv. TT10-8/7: Middle Halaf; Hijara: niv. V-IV: Phase 3a; niv. III-II: Phase 3b; Mallowan et Rose: niv. TT7/6-5, carrés FcV2 et FdIV4 (niveau supérieur): Late Halaf; TT5 est mélangé avec de l'Obeid","Carter analyzed two pressure blades from the collection of the Royal Ontario Museum, which most likely come from the Burnt House (Halaf) according to colleagues in Manchester. ","Campbell, S. 2000; Renfrew, C. and Dixon, J. 1976; Renfrew, C. et al 1966; Healey, E. 2007; Forster, N. and Grave, P. 2012; Carter, T. pers comm.","Carter, T. pers comm.",McMaster University,pXRF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_4,Ashkelon,4,Israel,Southern Levant,31.66666667,34.55,PPNC,,"Garfinkel, Y. and Dag, D. 2008; Keller, J. et al 2008; Garfinkel,Y. 2008; Delerue, S. 2007","Keller, J. et al 2008; Delerue, S. 2007",,INAA; ICP-MS; PIXE,11,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_5,Ayngerm,4,Turkey,High Valleys,37.4,41.5,Halaf,,"Benedict, P. 1980; Cambel, H. and Braidwood, R. 1980; Wright, G.A. 1969","Wright, G.A. and Gordus, A.A. 1969",,OES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_6,Banahilk,4,Iraq,Northern Zagros,36.666667,44.533333,"Halafian, dating to around 5100-5000 BC according to Wright 1969:23",,"Braidwood, R.J. and Howe, B. 1960; Watson, P.J. 1983; Wright, G.A. 1969; Healey, E. 2007","Wright, G.A. and Gordus, A.A. 1969",,OES,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_7,Catalhoyuk East,4,Turkey,Central Anatolia,37.666454,32.828349,Phase XII - IV/II; Early Pottery Neolithic,"Analyses done prior to 1999 are ignored (see Carter, T. et al 2006: 894-895). Is it odd that Catal East and West are contemporaries? ","Carter, T. et al 2006; Carter and Shackley 2007; Poupeau et al 2010; Carter et al 2008; Cessford, C. 2001","Carter, T. et al 2006; Carter and Shackley 2007; Poupeau et al 2010; Carter et al 2008",Berkeley; Aberystwyth; CNRS,LA-ICP-MS; ED-XRF; PIXE; SEM-EDS,230,1,134,0,90,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_8,Catalhoyuk West,4,Turkey,Central Anatolia,37.666454,32.828349,West Mound; TP Sequence,"Analyses done prior to 1999 are ignored (see Carter, T. et al 2006: 894-895). Is it odd that Catal East and West are contemporaries? ","Carter, T. et al 2006; Carter, T. 2014 (pers. comm.); Cessford, C. 2001","Carter, T. et al 2006; Carter, T. 2014 (pers. comm.)",Aberystwyth; CNRS,LA-ICP-MS; ED-XRF; PIXE; SEM-EDS,76,1,39,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_9,Chagar Bazar,4,Syria,Jezireh,36.866667,40.9,niv. 12-7: Middle et Late Halaf (Davidson et McKerrell),,"Mallowan, M.E.L. 1945; Mallowan, M.E.L. 1937; Mallowan, M.E.L. 1936; Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976","Renfrew, C. and Dixon, J. 1976; Renfrew, C. et al 1966; Wright, G.A. 1969; Cann, J.R. and Renfrew, C. 1964",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_10,Choga Mami,4,Iraq,Mesopotamian plain,33.88333333,45.45,Samarran/Halaf/Transitional,"Unstratified finds: 1xB1, 6xB2, 1xB3, 16xG1, 2xG2, 2xG3 = 28 total","Mortensen, P. 1973; Epstein, S.M. 1977","Epstein, S.M. 1977",,NAA,47,0,0,0,0,0,0,0,0,0,0,0,0,11,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
4_11,Domuztepe,4,Turkey,Central Anatolia,36.66667,35.48333,"Late Neolithic, Halaf","The analyses by Healey and Campbell 2007 simply compared whether colour could be used to identify source. Only percentages of correct guesses were given, which are quite strange - they do not correspond with whole numbers. For instance, 8 grey artefacts were guessed to be GDE, and according to the authors they were correct with a 32% accuracy. This would mean that 2.56 pieces of obsidian were accurately predicted in regards to their sources. One can not analyze 2.56 pieces of obsidian, and even if one can, why would you? ","Healey, E. 2007; Campbell, S. et al 1999; Healey, E. and Campbell, S. 2007; Carter, E. et al 2003","Healey, E. and Campbell, S. 2007; Healey, E. 2000:101-113",,ICP-MS,50,0,23,0,0,0,0,0,0,6,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_12,El Kowm 2,4,Syria,Northern Levant,35.183333,38.866667,,"I find it a bit strange that the PPNB extends to the 8000 - 7500 BP range, which corresponds with P5. Also, P5 consists of two major distinct phases in this site's chronology. ","Cauvin, J. et al 1979; Gratuze, B. et al 1993; Cauvin, M.C. et al 1991; Cauvin, M.C. 1991; Chataigner, C. 1998:283","Gratuze, B. et al 1993; Cauvin, M.C. et al 1991",,NAA; XRF; PIGE,17,1,2,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4_13,Guran,4,Iran,Southern Zagros,33.93333333,47.18333333,O-H; G-D,"Three unstratified samples (1x1g, 2x4c) are assigned to all periods. ","Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966",,OES,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_14,Hacilar,4,Turkey,Central Anatolia,37.716667,30.066667,"niv. IX-VI: Late Pottery Neolithic, après un hiatus; niv. V-II: Early Chalcolithic","Renfrew's analyses were re-done by Gale who made a correction, that one of the 1e-f was actually Demenegaki. ","Mortensen, P. 1970:153-157; Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966; Gale, N.H. 1981",,OES; Strontium Isotope Analysis,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4_15,Hagoshrim,4,Israel,Southern Levant,33.183333,35.633333,néolithique,"The 28 specimens listed here are simply taken from Delerue's annexe, but I believe that the analyses were done by Gopher. ","Garfinkel, Y. 1008; Gopher, A. et al 1998; Perrot, J. 1968; Delerue, S. 2007","Delerue, S. 2007",,ICP-MS,28,0,5,0,0,0,0,0,0,0,4,0,0,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4_16,Hajji Firuz Tepe,4,Iran,Northern Zagros,36.98333333,45.48333333,"""période de Hajji Firuz"" (Dyson, Voigt)",,"Chataigner, C. et al 2010; Voight, M.M. 1983; Renfrew, C. and Dixon, J. 1976","Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976",,OES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
4_17,Halaf,4,Syria,Jezireh,36.816667,40.05,,"The specimen examined my Schneider has been attributed to a '3d' source, characterized by high rubidium levels. Since similar instances tend to co-occur with 4c/3a/3c obsidian at various sites, the source is said to be located in the Lake Van region. See Chataigner 1998:316-317 for more details. Both artefacts are attributed to period 7 contexts. ","Healey, E. 2007; Schneider, G. 1990; Wright, G.A. 1969","Schneider, G. 1990; Wright, G.A. and Gordus, A.A. 1969",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4_18,Halula,4,Syria,Middle Euphrate,36.416667,38.166667,"Pre-Halaf, Halaf",,"Pernicka, E. et al 1997; Molist, M. et al 1994; Molist, M. and Ferrer, A. 1996","Bellot-Gurlet, 1998; Pernicka, E. et al 1997",,INAA,17,2,4,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4_19,Hassek Huyuk,4,Syria,Middle Euphrate,37.68333333,39.15,Chalcolithic,"Cauvin et al 1991 suggests that the two unknown specimens belong to Agicol or Bingol source groups, but is uncertain of this assessment. ","Cauvin, M.C. et al 1991","Cauvin, M.C. et al 1991",,ICP,10,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4_20,Horvat Usa,4,Israel,Southern Levant,32.64,35.66,Pottery Neolithic,,"Delerue, S. 2007","Delerue, S. 2007",,ICP-MS,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_21,Kashkashok,4,Syria,Jezireh,36.633333,40.666667,"Halafian, 5500 BC according to Gratuze 1993",,"Matsutani, T. 1991; Hole, F. 1994; Nishiaki, Y. 1990; Gratuze, B. et al 1993","Gratuze, B. et al 1993; Schneider ?",Orleans,PIGE,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4_22,Klepini-Troulli,4,Cyprus,Cyprus,35.2978,33.4448,,Not in ASPRO. ,"Gomez, B. et al 1995; Buchholz, H.G. 1971; Peltenberg, E.J. 1979","Buchholz, H.G. 1971; Peltenberg, E.J. 1979",,XRF,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_23,Mersin,4,Turkey,Central Anatolia,36.833333,34.566667,période 6[1] = niv. XXVII : Late Neolithic ou Upper Neolithic ; période 6[2] = niv. XXVI-XXIV : Proto-Chalcolithic.,,"Brice, W.C. 1953; Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966",,OES,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4_24,Nineveh,4,Iraq,Jezireh,36.35,43.166667,période 6[1] = niv. I : Ninevite I (Hassuna) ; période 6[2] = niv. IIa-b : Ninevite II (Hassuna et Samarra).,,"Peltenburg, E.J. 1979","Peltenburg, E.J. 1979",,NAA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_25,Sarab,4,Iran,Southern Zagros,34.366667,47.083333,Level 1C,,"Pullar, J. 1975; Renfrew, C. et al 1966","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_26,Tell es-Sawwan I,4,Iraq,Jezireh,36.35,39.066667,"niv. I-II (tell ""C"" et bordure du tell ""B""): Early Samarran; niv. IIIa-b (tell ""B""): Middle Samarran",,"Tikriti, A.Q.H.; Copeland, L. 1979; Copeland, L. 1982; Wright, G.A. 1969","Wright, G.A. and Gordus, A.A. 1969",,OES,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_27,Shimshara,4,Iraq,Northern Zagros,36.2,44.95,niv. 9-16: Aceramic Neolithic,,"Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966",,OES,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_28,Tabbat al-Hammam,4,Syria,Northern Levant,34.76666667,35.98333333,c. 5000 bc according to Wright and Gordus 1969,,"Hole, F. 1959","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969; Wright, G.A. 1969",,OES,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_29,Tell Aray 1,4,Syria,Northern Levant,35.9,36.5,"El-Rouj 2d, 3","The five samples associated with unknown sources are broken down as: 4xC2, 1xD. ","Maeda, O. 2003","Maeda, O. 2003",,ED-XRF; ICP-AES,26,0,2,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4_30,Tell Kosak Shamali,4,Syria,Middle Euphrate,35.92,38.51,Chalcolithic,,"Nishiaki, Y. and Matsutani, T. 2003; Bellot-Gurlet, L. et al 2003","Bellot-Gurlet, L. et al 2003",Grenoble,REE; ICP-MS; ICP-AES,9,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_31,Tell Kurdu,4,Turkey,Northern Levant,36.35,36.51666667,Amuq C/Halaf; Amuq D/Transitional Halaf-Ubaid; Halaf final,,"Bressy, C. et al 2005; Delerue, S. 2007","Bressy, C. et al 2005; Delerue, S. 2007",Grenoble,ICP-MS; ICP-AES,21,0,5,0,0,0,0,0,0,0,4,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_32,Tell Labweh,4,Lebanon,Northern Levant,34.183333,36.316667,Level II-I/Early pottery Neolithic,,"Khalidi, L. et al 2013","Khalidi, L. et al 2013",,LA-HR-ICP-MS,141,2,105,0,2,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_33,Tell Sabi Abyad I,4,Syria,Jezireh,36.516667,39.1,Late Neolithic = début Amuq B; Early Halaf = Late Amuq B,,"Akkermans, P.M.M.G. 1993; Copeland, L. 1989; Copeland, L. and Ackermas, M.M.G. 1994; Copeland, L. 1996","Copeland, L. 1989 (analysis done by Boerma, J.A.K.)","Institute of Earth Sciences, State University of Utrecht",Rapid Rock Analysis; ICP,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_34,Tell Umm Qseir,4,Syria,Jezireh,36.41666667,41,Halaf,"The one unknown source was listed by Maeda 2003 as geochemical group ""B"". 37 other artefacts were analyzed by Mochizuki, but I could not find these results. ","Hole, F. and Johnson, G.A. 1987; Maeda, O. 2003","Maeda, O. 2003",,ED-XRF,8,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4_35,Tilki Tepe,4,Turkey,Eastern Anatolia,38.45,43.333333,"niv. III (tranchée de Belck continu_e par Reilly jusqu'au sol vierge, de -6 m ˆ -8 m): Halaf",The unknown sample supposedly has a similar chemical composition as 1g. ,"Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976; Pfeiffer, R.H. 1940; Wright, G.A. 1969; Ozdogan, M. 1977:39","Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976; Wright, G.A. 1969",,OES,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4_36,Umm Dabighiyah,4,Iraq,Jezireh,35.6,42.4,,,"Hall, M.E. and Shackley, S. 1994; Kirkbride, D. 1972","Hall, M.E. and Shackley, S. 1994",,EDXRF; NAA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_37,Yarim I,4,Iraq,Jezireh,36.35,42.35,niv. VIII-VI: Hassuna; niv. V-I: Hassuna with Samarra,"Bader's specimens from Yarim I correspond with Proto-Hassuna, ""Hassuna archaique"" and Hassuna standard""","Bader, N.O. 1994; Merpert, N. and Munchaev, R. 1987; Francaviglia, V. 1994","Bader, N.O. 1994; Chataigner 1998:304",,XRF; NAA,17,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_38,Yarim II,4,Iraq,Jezireh,36.35,42.35,VIII-I: Middle ou Late Halaf; Halaf récent,,"Bader, N.O. 1994; Merpert, N. and Munchaev, R. 1987; Francaviglia, V. 1994","Bader, N.O. 1994; Chataigner 1998:283",,XRF; NAA,42,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
4_39,Aratashen,4,Armenia,Transcaucasia,40.136,44.229,Late Neolithic,The artefacts listed as Gegham North was simply listed by Chataigner and Gratuze as Gegham. ,"Chataigner, C. and Gratuze, B. 2014","Chataigner, C. and Gratuze, B. 2014",,LA-ICP-MS,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,1,0,0,0,5,0,1,0,0,0,0,0,0,0
