Site ID,Site,ASPRO,Country,Region,Latitude,Longitude,Context,Notes,Citations,Chemical Characterization,Laboratory,Analytical Methods,Obsidian analyzed,Agicol,Gollu Dag East,Gollu Dag West,Nenezi Dag,Hasan Dag,Erciyes Dag,Erzincan,Erzerum,Pasinler,Sarikamis,Kars-Kagisman,Ikizdere,Bingol B,Nemrut Dag / Bingol A,Meydan Dag,Tendurek Dag,Suphan Dag,Mus,Kechut,Aragats / Arteni,Gegham,Vardenis / Khorapor,Sjunik,Baksan,Gutanasar,Kojun Dag / Chikiani,Hatis,West Anatolia,Demenegaki,Sta Nychia,Giali,3d high in rubidium,1e-f,Unknown
5_9,Ghoraife,5,Syria,Central Levant,33.516667,36.533333,"Phase 1, approximately 6900 - 6400 B.C.",,"McDaniels, J. et al 1980; De Contenson, H. 1995","McDaniels, J. et al 1980",,NAA,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_10,Hagoshrim,5,Israel,Southern Levant,33.183333,35.633333,néolithique,"The 28 specimens listed here are simply taken from Delerue's annexe, but I believe that the analyses were done by Gopher. ","Garfinkel, Y. 2008; Gopher, A. et al 1998; Perrot, J. 1968; Delerue, S. 2007; Schecter et al 2013","Delerue, S. 2007",,ICP-MS,28,0,5,0,0,0,0,0,0,0,4,0,0,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5_11,Halula,5,Syria,Middle Euphrate,36.416667,38.166667,Pre Halaf,,"Pernicka, E. et al 1997; Molist, M. et al 1994; Molist, M. and Ferrer, A. 1996","Bellot-Gurlet, 1998; Pernicka, E. et al 1997",Pernicka et al 1997; Schneider pers comm.; Bellot-Gurlet 1998,INAA,11,0,3,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5_12,Horvat Usa,5,Israel,Southern Levant,32.64,35.66,Pottery Neolithic,,"Delerue, S. 2007","Delerue, S. 2007",,ICP-MS,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_13,Ilicapinar,5,Turkey,Central Anatolia,38.566667,32.933333,PPNB,,"Mellaart, J. 1958; Gratuze, B. et al 1993","Gratuze, B. et al 1993",,PIGE,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_14,Jarmo,5,Iraq,Northern Zagros,35.533333,44.933333,niv. 5-1: Ceramic Neolithic,,"Renfrew, C. et al 1966","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_15,Kalavasos Tenta,5,Cyprus,Cyprus,34.75249,33.30293,,,"Peltenburg, E.J. 1979; Todd, 1986:15; Gomez, B. et al 1995","Gomez, B. et al 1995",,NAA,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_16,Khirokitia,5,Cyprus,Cyprus,34.79543,33.34455,Aceramic Neolithic,,"Stanley-Price, N.P. and Christou, D. 1974; Renfrew, C. et al 1968; Buchholz, H.G. 1971","Renfrew, C. et al 1968; Buchholz, H.G. 1971",,OES,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_17,Kul Tepe,5,Iraq,Jezireh,36.133333,42.05,Proto-Hassuna,Francaviglia 1994 did not give a specific breakdown. ,"Bader, N.O. 1994; Merpert, N.I. et al 1981; Francaviglia, V. 1994","Bader, N.O. 1994; Chataigner 1998:304",,XRF; NAA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_18,Mersin,5,Turkey,Central Anatolia,36.833333,34.566667,niv. XXXIII-XXVIII: Neolithic.,,"Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966; Wright, G.A. 1969:26",,OES,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_19,Munhata,5,Israel,Southern Levant,32.616667,35.533333,"Layer 6, PPNB. No obsidian from Layer 2B (Yarmoukian) has been sourced. ",,"Gopher, A. 1990; Garfinkel, Y. 2008; Wright, G.A. and Gordus, A.A. 1969; Chataigner 1998:285","Wright, G.A., 1969",,OES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_20,Qdeir,5,Syria,Northern Levant,35.25,38.85,PPNB final,,"Aurenche, O. and Cauvin, M.C. 1982; Cauvin, J. 1981; Cauvin, J. et al 1979; Orange, M. et al 2012","Orange, M. et al 2012",,NAA; EDXRF; SEM-EDS,517,0,143,0,4,0,0,0,0,0,0,0,0,248,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_21,Salat Cami Yani,5,Turkey,Jezireh,37.845694,40.885111,Pottery Neolithic,"Maeda 2011 also reports analyzed material, but the analyses performed by Carter are included here instead. ","Maeda, O. 2011","Carter, T. (pers. comm.); Maeda, O. 2011",McMaster University,ED-XRF,74,0,0,0,0,0,0,0,0,0,0,0,0,15,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5_22,Sotto,5,Iraq,Jezireh,36.366667,42.316667,Proto-Hassuna,Francaviglia 1994 did not give a specific breakdown. ,"Bader, N.O. 1994; Merpert, N.I. et al 1977; Francaviglia, V. 1994","Bader, N.O. 1994; Francaviglia, V. 1994; Chataigner 1998:304",,XRF; NAA,7,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_23,Tabbat al-Hammam,5,Syria,Northern Levant,34.76666667,35.98333333,Beginning of Neolithic 3 (Moore's chronology),,"Hole, F. 1959","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969; Wright, G.A. 1969",,OES,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_24,Tell el-Kerkh 2,5,Syria,Northern Levant,35.816667,36.45,"El-Rouj 2a/2b, layers 6-1",,"Maeda, O. 2003","Maeda, O. 2003",,ED-XRF; ICP-AES,254,0,230,0,17,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5_25,Tell Labweh,5,Lebanon,Northern Levant,34.183333,36.316667,Level II-I/Early pottery Neolithic,,"Khalidi, L. et al 2013","Khalidi, L. et al 2013",,LA-HR-ICP-MS,141,2,105,0,2,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_26,Tell Sabi Abyad I,5,Syria,Jezireh,36.516667,39.1,Late Neolithic,,"Akkermans, P.M.M.G. 1993; Copeland, L. 1989; Copeland, L. and Ackermas, M.M.G. 1994; Copeland, L. 1996","Copeland, L. 1989 (analysis done by Boerma, J.A.K.)","Institute of Earth Sciences, State University of Utrecht",Rapid Rock Analysis; ICP,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_27,Tepe Musiyan,5,Iran,Southern Zagros,32.5725,51.532778,Musiyan E/Early Ubaid,,"Renfrew, C. and Dixon, J. 1976","Renfrew, C. and Dixon, J. 1976",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_28,Umm et-Tlel,5,Syria,Northern Levant,35.261667,38.896978,"Final PPNB, 5800 BC according to Gratuze 1993",,"Cauvin, J. 1981; Cauvin, J. et al 1979; Gratuze, B. et al 1993; Gratuze, B. 1999","Gratuze, B. et al 1993; Gratuze, B. 1999",,PIGE; XRF; ICP-MS,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5_29,Yarim I,5,Iraq,Jezireh,36.35,42.35,niv. VIII-VI: Hassuna; niv. V-I: Hassuna with Samarra,"Bader's specimens from Yarim I correspond with Proto-Hassuna, ""Hassuna archaique"" and Hassuna standard""","Bader, N.O. 1994; Merpert, N. and Munchaev, R. 1987; Francaviglia, V. 1994","Bader, N.O. 1994; Chataigner 1998:304",,XRF; NAA,17,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_1,Ali Kosh,6,Iran,Southern Zagros,32.55,47.4,Mohammad Jaffar phase,,"Renfrew, C. 1977; Renfrew, C. et al 1966","Renfrew, C. 1977; Renfrew, C. et al 1966",,OES,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_2,Byblos,6,Lebanon,Northern Levant,34.116667,35.65,néolithique Ancien de Byblos (partie supérieure).,,"Renfrew, C. et al 1966; Cauvin, J. 1962","Renfrew, C. et al 1966",,OES,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_3,Catalhoyuk,6,Turkey,Central Anatolia,37.666454,32.828349,West Mound; TP Sequence,"Analyses done prior to 1999 are ignored (see Carter, T. et al 2006: 894-895). Is it odd that Catal East and West are contemporaries? ","Carter, T. et al 2006; Carter, T. 2014 (pers. comm.); Cessford, C. 2001","Carter, T. et al 2006; Carter, T. 2014 (pers. comm.)",Aberystwyth; CNRS,LA-ICP-MS; ED-XRF; PIXE; SEM-EDS,76,1,39,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_4,Choga Mami,6,Iraq,Mesopotamian plain,33.88333333,45.45,Samarran/Halaf/Transitional,"Unstratified finds: 1xB1, 6xB2, 1xB3, 16xG1, 2xG2, 2xG3 = 28 total","Mortensen, P. 1973; Epstein, S.M. 1977","Epstein, S.M. 1977",,NAA,47,0,0,0,0,0,0,0,0,0,0,0,0,11,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6_5,Choga Sefid,6,Iran,Southern Zagros,32.616667,47.25,Zone B2 - Sefid Phase,,"Hole, F. 1977; Renfrew, C. 1977","Renfrew, C. 1977",,OES,18,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_6,Coskuntepe,6,Turkey,Western Anatolia,39.483333,26.083333,,,"Takaoglu, T. 2005; Perles, C. et al 2011","Perles, C. et al 2011",,XRF; LA-HR-ICP-MS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
6_7,Cukurkent,6,Turkey,Central Anatolia,37.883333,31.533333,Middle Neolithic,,"Mellaart, J. 1958; Todd, I. 1980; Wright, G..A. 1969; Renfrew, C. et al 1966","Wright, G..A. 1969; Renfrew, C. et al 1966",,OES,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_8,El Kowm 2,6,Syria,Northern Levant,35.183333,38.866667,PNA,,"Cauvin, J. et al 1979; Gratuze, B. et al 1993; Cauvin, M.C. et al 1991; Cauvin, M.C. 1991; Chataigner, C. 1998:283","Gratuze, B. et al 1993; Cauvin, M.C. et al 1991",,NAA; XRF; PIGE,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_9,Ghoraife,6,Syria,Central Levant,33.516667,36.533333,"Phase 2, approximately 6400-6100 cal BC",,"De Contenson, H. 1995; Garfinkel, Y. 2008; Cauvin, M.-C. 1975; McDaniels, J. et al 1980","McDaniels, J. et al 1980",,NAA,18,0,4,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_10,Hacilar,6,Turkey,Central Anatolia,37.716667,30.066667,"niv. IX-VI: Late Pottery Neolithic, apres un hiatus; niv. V-II: Early Chalcolithic","Renfrew's analyses were re-done by Gale who made a correction, that one of the 1e-f was actually Demenegaki. ","Mortensen, P. 1970:153-157; Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966; Gale, N.H. 1981",,OES; Strontium Isotope Analysis,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6_11,Halula,6,Syria,Middle Euphrate,36.416667,38.166667,Halaf,,"Pernicka, E. et al 1997; Molist, M. et al 1994; Molist, M. and Ferrer, A. 1996","Bellot-Gurlet, 1998; Pernicka, E. et al 1997",Pernicka et al 1997; Schneider pers comm.; Bellot-Gurlet 1998,INAA; XRF,15,3,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_12,Hassuna,6,Iraq,Jezireh,36.033333,43.216667,"niv. Ib, Ic, II: Hassunan (""civilisation de Hassuna""); niv. III - VI: ""Hassunan with Samarran"" (importations?)",,"Wright, G.A. 1969","Wright, G.A. and Gordus, A.A. 1969",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_13,Ilipinar,6,Turkey,Western Anatolia,40.45,29.3,Phase X,Some are analyzed using Fission Track Dating,"Gatsov 2008; Roodenberg and Roodenberg 2008; Ozdogan, M. and Gatsov, I. 1998; Gatsov, I. 2003; Bigazzi, G. 1993; Gatsov, I. 2001; Gatsov, I. 2009; Roodenberg, J.J. et al 1995; Roodenberg, J.J. et al 2001; Roodenberg, J.J. et al 2008; Roodenberg, J.J. et al 1990","Bigazzi, G. et al 1995",,INAA; FT,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6_14,Kabri,6,Israel,Southern Levant,33.016667,35.133333,,,"Kempinsky, A. 2002; Prausnitz, M.W. 1970; Renfrew, C. et al 1966; Stekelis, M. 1958","Renfrew, C. et al 1966",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_15,Klepini-Troulli,6,Cyprus,Cyprus,35.2978,33.4448,,Not in ASPRO. ,"Gomez, B. et al 1995; Buchholz, H.G. 1971; Peltenberg, E.J. 1979","Buchholz, H.G. 1971; Peltenberg, E.J. 1979",,XRF,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_16,Matarrah,6,Iraq,Jezireh,35.2,43.366667,"niv. 2-1 (opération VI) et opération IX (=Upper)., Samarran",,"Braidwood, R. and Howe, B. 1960; Renfrew, C. et al 1966","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_17,Mersin,6,Turkey,Central Anatolia,36.833333,34.566667,period 6[1] = niv. XXVII: Late Neolithic ou Upper Neolithic ; period 6[2] = niv. XXVI-XXIV : Proto-Chalcolithic.,,"Brice, W.C. 1953; Renfrew, C. et al 1966; Wright, G.A. 1969","Renfrew, C. et al 1966",,OES,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6_18,Nahal Zehora II,6,Israel,Southern Levant,32.41,34.99,Pottery Neolithic - Yarmoukian,The 2 unknown specimens are of distinct geochemical groups. ,"Delerue, S. et al 2012","Delerue, S. et al 2012",,ICP-MS,7,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6_19,Nineveh,6,Iraq,Jezireh,36.35,43.166667,période 6[1] = niv. I : Ninevite I (Hassuna) ; période 6[2] = niv. IIa-b : Ninevite II (Hassuna et Samarra).,,"Peltenburg, E.J. 1979","Peltenburg, E.J. 1979",,NAA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_20,Okuzini Cave,6,Turkey,Western Anatolia,37.066667,30.066667,Late Neolithic - GH IB1. None of the samples from mixed contexts were included here (there were 9 such samples). ,,"Carter, T. et al 2011","Carter, T. et al 2011",,PIXE,14,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_21,Sarab,6,Iran,Southern Zagros,34.366667,47.083333,Level 1C,,"Pullar, J. 1975; Renfrew, C. et al 1966","Renfrew, C. et al 1966; Wright, G.A. and Gordus, A.A. 1969",,OES,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_22,Tamar Tepe,6,Iran,Northern Zagros,30.91666667,35.45,Hajji Firuz Phase,,"Renfrew, C. 1976; Chataigner, C. et al 2010","Renfrew, C. and Dixon, J. 1976",,OES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_23,Tell al-Judaidah,6,Turkey,Northern Levant,36.266667,36.6,niv. XIV (TT 20) et sols 28-25 (JK 3) = Amuq A,The same sample was re-analyzed by Gale 1981. ,"Gale, N.H. 1981","Renfrew, C. et al 1966; Gale, N.H. 1981",,OES; Strontium isotope Analysis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_24,Tell Aray 2,6,Syria,Northern Levant,35.583333,36.516667,El Rouj 2c,,"Maeda, O. 2003","Maeda, O. 2003",,ED-XRF; ICP-AES,18,0,10,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6_25,Tell es-Sawwan I,6,Iraq,Jezireh,36.35,39.066667,"niv. I-II (tell ""C"" et bordure du tell ""B""): Early Samarran; niv. IIIa-b (tell ""B""): Middle Samarran",,"Tikriti, A.Q.H.; Copeland, L. 1979; Copeland, L. 1982; Wright, G.A. 1969","Wright, G.A. and Gordus, A.A. 1969",,OES,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_26,Tell Sabi Abyad I,6,Syria,Jezireh,36.516667,39.1,Early Halaf,,"Akkermans, P.M.M.G. 1993; Copeland, L. 1989; Copeland, L. and Ackermas, M.M.G. 1994; Copeland, L. 1996","Copeland, L. 1989 (analysis done by Boerma, J.A.K.)","Institute of Earth Sciences, State University of Utrecht",Rapid Rock Analysis; ICP,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_27,Umm Dabighiyah,6,Iraq,Jezireh,35.6,42.4,,,"Hall, M.E. and Shackley, S. 1994; Kirkbride, D. 1972","Hall, M.E. and Shackley, S. 1994",,EDXRF; NAA,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6_28,Yumuktepe,6,Turkey,Central Anatolia,36.833333,34.566667,Early Neolithic,Altinbilek-Algul refers to Gratuze and Boucetta 2006 which is an unpublished report,"Altinbilek-Algul, C. 2011; Gratuze, B. and Boucetta, S. 2006; Calcagnile, L. et al 2010; Zembello, M. 2004; Caneva, I. 1999","Gratuze, B. and Boucetta, S. 2006; Calcagnile, L. et al 2010",,LA-ICP-MS; PIXE; PIGE,42,1,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_1,Aratashen,7,Armenia,Transcaucasia,40.136,44.229,"Late Neolithic, 6000-5400 cal BC",The artefacts listed as Gegham North was simply listed by Chataigner and Gratuze as Gegham. ,"Chataigner, C. and Gratuze, B. 2014","Chataigner, C. and Gratuze, B. 2014",,LA-ICP-MS,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,15,1,0,0,0,5,0,1,0,0,0,0,0,0,0
7_2,Arpachiyah,7,Iraq,Jezireh,36.366667,43.2,"Mallowan et Rose: niv. TT10-8/7: Middle Halaf; Hijara: niv. V-IV: Phase 3a; niv. III-II: Phase 3b; Mallowan et Rose: niv. TT7/6-5, carrés FcV2 et FdIV4 (niveau supérieur): Late Halaf; TT5 est mélangé avec de l'Obeid","Carter analyzed two pressure blades from the collection of the Royal Ontario Museum, which most likely come from the Burnt House (Halaf) according to colleagues in Manchester. ","Campbell, S. 2000; Renfrew, C. and Dixon, J. 1976; Renfrew, C. et al 1966; Healey, E. 2007; Forster, N. and Grave, P. 2012; Carter, T. pers comm.","Carter, T. pers comm.",McMaster University,pXRF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_3,Ayngerm,7,Turkey,High Valleys,37.4,41.5,Halaf,,"Benedict, P. 1980; Cambel, H. and Braidwood, R. 1980; Wright, G.A. 1969","Wright, G.A. and Gordus, A.A. 1969",,OES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_4,Byblos,7,Lebanon,Northern Levant,34.116667,35.65,levées XLV-XLIV: néolithique Moyen de Byblos.,The analysis of one artefact originally analyzed by Renfrew et al 1966 is re-published in Renfrew and Dixon 1976,"Renfrew, C. et al 1966; Cauvin, J. 1962; Renfrew, C. and Dixon, J. 1976","Renfrew, C. et al 1966",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_5,Chagar Bazar,7,Syria,Jezireh,36.866667,40.9,niv. 12-7: Middle et Late Halaf (Davidson et McKerrell),,"Mallowan, M.E.L. 1945; Mallowan, M.E.L. 1937; Mallowan, M.E.L. 1936; Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976","Renfrew, C. and Dixon, J. 1976; Renfrew, C. et al 1966; Wright, G.A. 1969; Cann, J.R. and Renfrew, C. 1964",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_6,Domuztepe,7,Turkey,Central Anatolia,36.66667,35.48333,"Late Neolithic, Halaf","The analyses by Healey and Campbell 2007 simply compared whether colour could be used to identify source. Only percentages of correct guesses were given, which are quite strange - they do not correspond with whole numbers. For instance, 8 grey artefacts were guessed to be GDE, and according to the authors they were correct with a 32% accuracy. This would mean that 2.56 pieces of obsidian were accurately predicted in regards to their sources. One can not analyze 2.56 pieces of obsidian, and even if one can, why would you? ","Healey, E. 2007; Campbell, S. et al 1999; Healey, E. and Campbell, S. 2007; Carter, E. et al 2003","Healey, E. and Campbell, S. 2007; Healey, E. 2000:101-113",,ICP-MS,50,0,23,0,0,0,0,0,0,6,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_7,Givat Ha-Parsa,7,Israel,Southern Levant,31.85,34.7,Equivalent to tail end of Yarmoukian and Jericho IX,,"Yellin, J. and Garfinkel, Y. 1986; Perlman, I. and Yellin, J. 1980; Olami, Y. et al 1977","Perlman, I. and Yellin, J. 1980",,NAA,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_8,Hajji Firuz Tepe,7,Iran,Northern Zagros,36.98333333,45.48333333,"""période de Hajji Firuz"" (Dyson, Voigt)",,"Chataigner, C. et al 2010; Voight, M.M. 1983; Renfrew, C. and Dixon, J. 1976","Renfrew, C. et al 1966; Renfrew, C. and Dixon, J. 1976",,OES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
7_9,Halaf,7,Syria,Jezireh,36.816667,40.05,,"The specimen examined my Schneider has been attributed to a '3d' source, characterized by high rubidium levels. Since similar instances tend to co-occur with 4c/3a/3c obsidian at various sites, the source is said to be located in the Lake Van region. See Chataigner 1998:316-317 for more details. Both artefacts are attributed to period 7 contexts. ","Healey, E. 2007; Schneider, G. 1990; Wright, G.A. 1969","Schneider, G. 1990; Wright, G.A. and Gordus, A.A. 1969",,OES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7_10,Ilipinar,7,Turkey,Western Anatolia,40.45,29.3,Phase IX,Some are FT. ,"Gatsov 2008; Roodemberg and Roodenberg 2008; Ozdogan, M. and Gatsov, I. 1998; Gatsov, I. 2003; Bigazzi, G. 1993; Gatsov, I. 2001; Gatsov, I. 2009; Roodenberg, J.J. et al 1995; Roodenberg, J.J. et al 2001; Roodenberg, J.J. et al 2008; Roodenberg, J.J. et al 1990; Bigazzi, G. 1998","Bigazzi, G. et al 1995; Bigazzi, G. 1998",,INAA; FT,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7_11,Kashkashok,7,Syria,Jezireh,36.633333,40.666667,"Halafian, 5500 BC according to Gratuze 1993",,"Matsutani, T. 1991; Hole, F. 1994; Nishiaki, Y. 1990; Gratuze, B. et al 1993","Gratuze, B. et al 1993; Schneider ?",Orleans,PIGE,9,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7_12,Ras Shamra,7,Syria,Northern Levant,35.6,35.633333,"période 7 (début): niv. IV C: ""Chalcolithique Ancien de Ras Shamra"" = Halaf = Amuq C; période 7 (fin): niv. IV B: ""Chalcolithique Moyen I de Ras Shamra"" = Amuq D",,"Renfrew, C. et al 1966","Renfrew, C. et al 1966",,OES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7_13,Tel Mevorakh,7,Israel,Southern Levant,32.53333,34.91,"Found in a cut from a Bronze Age rampart, but dated by O. Bar-Yosef to the 'Pottery Neolithic'. Mentioned by Yellin and Perlman (1980) alongside Givat haParsa so will be assigned the same context.",,Yellin and Perlman 1980; Yellin and Perlman 1981; Yellin and Garfinkel 1986,Yellin and Perlman 1980; Yellin and Garfinkel 1986,,NAA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
